CAMIS,DBA,CUISINE.DESCRIPTION,full.address,lon,lat
41064439,THE JAGUAR RESTAURANT,Mexican,"lexington avenue 1735 , NY, US",-73.94502899999999,40.7935469
50001125,AMBY'S RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","ralph avenue 46 , NY, US",-73.9240717,40.68869300000001
50018652,KIABACCA PIZZA AND BEER,American,"10th ave 639 , NY, US",-73.994265,40.7618509
41650869,CHIMU,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","union ave 482 , NY, US",-73.95144499999999,40.7149027
41432621,TUTTI MATTI,Italian,"vernon boulevard 4730 , NY, US",-73.9537053,40.7446588
50004130,AVENUE P APPETIZER,Jewish/Kosher,"avenue p 466 , NY, US",-73.9702159,40.6089002
50001516,IL SALUMAIO WINE BAR,Italian,"2nd ave 1731 , NY, US",-73.9504161,40.7802133
41448965,UNITED FEDERATION OF TEACHERS,American,"broadway 52 , NY, US",-74.0122811,40.7064819
40946043,KAM TUNG RESTAURANT,Chinese,"beach  116 street 261 , NY, US",-73.8381552,40.580984
50005361,ROCCA CAFE & LOUNGE,Mediterranean,"emmons ave 2712 , NY, US",-73.94084339999999,40.5834418
41462626,WOODWORK,American,"vanderbilt avenue 583 , NY, US",-73.96761479999999,40.6802567
41636913,MR. PIZZA,Pizza,"east avenue 1448 , NY, US",-73.8600089,40.8361635
41401730,MERCATO,Italian,"west   39 street 352 , NY, US",-73.9936907,40.7561806
40887930,SULLIVAN & CROMWELL,American,"broad street 125 , NY, US",-74.01051559999999,40.7023357
50035066,EL PILON,Spanish,"flatbush ave 1306 , NY, US",-73.9536474,40.638181
50018271,MOONSTRUCK (IN BELLEVUE),American,"1st ave 462 , NY, US",-73.9754976,40.739217
41416221,EL RANCHITO DEL AGAVE,Mexican,"9 avenue 476 , NY, US",-73.99485920000001,40.7549013
50000039,INTELLIGENTSIA COFFEE,Caf̩/Coffee/Tea,"10 avenue 180 , NY, US",-74.0049928,40.745962
41542299,SOCARRAT NOLITA,Spanish,"mulberry street 284 , NY, US",-73.9949285,40.724435
40550801,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","castle hill ave 1250 , NY, US",-73.8511316,40.8335033
40370910,PERKINS RESTAURANT & BAKERY,American,"forest avenue 1745 , NY, US",-74.14700189999999,40.6252092
40544044,NIX MIX COFFEE SHOP,American,"130 street 9017 , NY, US",-73.82023,40.6984011
50033989,JEN RESTAURANT,Spanish,"jamaica ave 17823 , NY, US",-73.78270119999999,40.7082455
41408564,CRISP,Mediterranean,"west   40 street 110 , NY, US",-73.9859663,40.7536976
41662362,HAPPY GARDEN,Chinese,"utica avenue 370 , NY, US",-73.93174379999999,40.6655909
50000738,D'ANNA'S DELI & PIZZERIA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","crocheron ave 16908 , NY, US",-73.79675879999999,40.7625806
40587480,IHOP,Pancakes/Waffles,"northern boulevard 7301 , NY, US",-73.8936342,40.7550164
41306605,K-LOUNGE,Spanish,"3 avenue 2537 , NY, US",-73.9345072,40.8054603
50053003,WHOLE FOODS MARKET,Other,"bedford ave 238 , NY, US",-74.102732,40.57891100000001
50046929,DMV NEWS,Delicatessen,"91st ave 16846 , NY, US",-73.791609,40.7071535
41688632,CAMINITO SPORTS BAR AND BILLIARD,"Bottled beverages, including water, sodas, juices, etc.","east  198 street 393 , NY, US",-73.886054,40.8662923
50040802,SWEETGREEN,Soups & Sandwiches,"w 115th st 600 , NY, US",-73.9648936,40.8074141
41714341,PLANET HOLLYWOOD,American,"broadway 1540 , NY, US",-73.9848094,40.75807810000001
